alpha,mu,alpha_s,G,G_F,coherence,fertility
0.008430089933453564,1920.1627421172261,0.13899130601803203,1.9483058579625446e-10,1.3647278352392917e-05,0.1672769789405459,0.005475843849622955
0.006158477975829514,1785.889568670225,0.13363639441894662,7.871406138265405e-11,1.345182094221855e-05,0.3109630091119787,0.006696085241125543
0.007286558730676184,2086.328891757305,0.12384886922761368,8.772994405134183e-11,1.0071085789695398e-05,0.723673735239472,0.09397641069201179
0.006684761022860093,2035.031552667388,0.11678246739587719,3.277585968976978e-11,1.584861771975134e-05,0.32469777758221313,0.1589369289040667
0.0072560537921781566,2028.0156289026127,0.1198621110448184,2.3160863907853572e-10,1.288663010663916e-05,0.6634625810904735,0.1950486942307587
0.00860655447960862,1886.1400738155853,0.11022954114356426,1.379846455016589e-10,1.2927145800754008e-05,0.14556045893401662,0.004828760001248918
0.008542307246697665,2093.2121482523225,0.12853202162082017,2.7414831064090466e-10,1.5132242699712829e-05,0.1534299257540698,0.003889329734313824
0.008056571277037062,2038.2000272521868,0.11064856052592967,2.6811732198758044e-10,1.0439795765856719e-05,0.2651041859548795,0.02648917096952817
0.008120569812020058,1825.6046934666515,0.11407441148518958,1.9334956548038955e-10,1.3220364470439928e-05,0.23546578605335244,0.020743565742227472
0.006649078965076067,1909.0544692909302,0.11408577141371419,2.5038623622056427e-11,1.4877141239726193e-05,0.272247170092379,0.07632001199986899
0.007348788782890723,2081.9077161822397,0.13346372737601836,3.1154276725147794e-10,7.3556667153322845e-06,0.65,0.0842122585494378
0.008186407965578742,1767.1461473809788,0.09673243359337617,3.331046504933336e-10,7.602663465808369e-06,0.24093016539303375,0.03792112302432509
0.008073821501749885,1753.181503320996,0.1297992184831645,1.6195503364679054e-10,8.221096486075221e-06,0.23220000733779778,0.05849265394404423
0.007512367093094793,1886.7130088479526,0.10491770659361967,5.5045740519541845e-11,1.4498486506620421e-05,0.7765896766766709,0.1528786476340592
0.008323126245844355,1675.8732909056794,0.12302835725809588,2.6580236304018046e-10,1.0937201310708006e-05,0.1879322925541185,0.20993507305848574
0.00832489471507625,1727.456928371043,0.13525080501475567,3.0603020265303456e-10,1.2091508349143792e-05,0.2067151258331561,0.03973966479496559
0.006921154688610083,1783.3917356342938,0.12982948786018933,3.259123636335371e-10,1.3976602929107641e-05,0.4923442814780575,0.09519549933045104
0.007172138097861317,1875.3842592085884,0.1128985611275434,1.5460865859988566e-10,9.27511017798169e-06,0.6176207839695179,0.19636381403103437
0.006717015772764542,2013.337162363947,0.11618407854731477,3.325532948797396e-11,1.3485844422703555e-05,0.34214996048982715,0.1588512352116058
0.008203767575067642,1749.8423718271356,0.0990830492365661,3.848429651233582e-11,1.6144911134409087e-05,0.24505669727838075,0.03452424346608905
0.007279202779478692,2100.834778441621,0.13769734900533065,2.461578884347166e-10,1.4205630694587935e-05,0.6284738923883069,0.09448760823432836
0.007481184032168209,1895.8995586912847,0.113320265825036,1.1369197691494236e-10,8.119964909292559e-06,0.6119379681477721,0.15940520274180464
0.007244307374794907,1928.793520811661,0.10523070573810679,3.731043242391813e-11,1.3717630192581495e-05,0.682854347800653,0.19442025243058783
0.00657877136035743,1662.6462027998375,0.11464445940489382,1.9434463453327902e-10,1.0186087273040518e-05,0.2570583728731558,0.013175852429338933
0.008708740711574757,1861.667449841547,0.10822764043976173,2.5775660345378294e-10,1.3994647791204018e-05,0.13823525521528787,0.015403068940342884
0.007445517678892145,1656.8427319744194,0.1338996773220494,2.246882578343609e-11,1.3012004103657084e-05,0.6326412081346747,0.17501478318768277
0.008668545795252084,1925.3682813552073,0.10027314925801088,1.3423583194712875e-10,1.1408394797416232e-05,0.1334423463206362,0.013693209873341047
0.0064959691487865056,1576.6526930307164,0.13679253091208257,1.786989384039373e-10,1.5352255236218077e-05,0.22711905626400178,0.0
0.008465499956138982,1752.419270404633,0.12607329635061537,1.269165917587049e-10,1.617137322204704e-05,0.16297847729027315,0.008336373376553203
0.006780124343404572,2020.1238694875924,0.10443897377976517,7.510330363098436e-11,1.5487643236952346e-05,0.5764334825041219,0.17131508294348666
0.00679986879288665,1807.6191775152133,0.12937900657344759,2.887892300152742e-10,1.088077887622773e-05,0.38238589119678634,0.05371074372917142
0.007919506867889177,1877.41362104883,0.1314681841024032,1.0622768221846116e-10,7.805073665743465e-06,0.3267700095145046,0.04348010497910059
0.008037090549645184,1996.438343298934,0.1118106272889597,2.2159902145714244e-10,1.40847943902679e-05,0.2679175795340507,0.012782041785151124
0.008665693165115234,1803.3758069454773,0.12095151921643711,1.3381676182005134e-10,1.238582418557816e-05,0.16327604295741485,0.009067329037118887
0.008626341396936509,1868.7265410911289,0.13584573527974841,1.216908461252407e-10,7.411918563922721e-06,0.16708061852012684,0.0010843586688282403
0.008555633293314276,1566.4951310157132,0.13426831161732336,2.971486811078299e-10,1.0523316045339344e-05,0.13137620864961713,0.07141211275731428
0.007698472227800369,1786.669902464003,0.11409909764785892,1.403180500558151e-10,1.483412733819944e-05,0.4840499817267262,0.14778219258019393
0.00700542511867815,1605.707047589678,0.13639592567335726,1.4919129812165784e-10,9.208780120648276e-06,0.5273578993390855,0.02067269188089343
0.006247317505606341,1665.9635997822777,0.09975678679087441,7.024536039983584e-11,1.1198712329047188e-05,0.400478536040817,0.0691727458320231
0.0069669034249014205,2013.4384562306284,0.1360030907131538,1.1239582744635584e-10,1.0814628792126652e-05,0.5100177443325428,0.19675748349090594
0.00675785017976698,1703.581759858446,0.13464511475113033,3.1352098624030073e-10,7.183239494378689e-06,0.32791669647098376,0.029125428488092884
0.00762181349074294,2019.4260948197864,0.13277547920802538,1.5827592384503934e-10,7.84177525086266e-06,0.5174384094796338,0.037427930084736404
0.007466404888322151,1742.8188719030775,0.1191018315289982,1.7301444391544165e-10,1.4724856339086162e-05,0.6141882040818387,0.20227892384056823
0.0061582304314798985,1965.046365321899,0.09825164026410912,1.986309045791837e-10,1.6212700433557678e-05,0.14449163147155275,0.019798409889026772
0.007239642164263779,1889.1572829854306,0.12339245622611698,2.538706800331011e-10,8.86030072154407e-06,0.6490114818742919,0.19340089324560353
0.008283851843362482,1611.0260366235043,0.12623484978706784,3.2355991257679187e-10,1.286659915365358e-05,0.2192340387607082,0.10660366341698105
0.007758035323986602,2074.5146096766834,0.10780404906527978,1.8808923766551776e-10,1.048226708908303e-05,0.4142933014550351,0.013875842595270546
0.0060140959607281,1768.4448974540642,0.13894450400010488,2.967363640078216e-10,7.298944067911041e-06,0.09819946029800435,0.005241282526027641
0.006084670387030823,1652.6831025022204,0.11658978824151957,3.0874300715110956e-10,1.4069015564383841e-05,0.11928226808569954,0.006159358490771903
0.006326505821883304,1602.6972274578675,0.09953961385656782,3.928934424910581e-11,7.804101803360716e-06,0.21940166407175363,0.005884310736629971
0.008246580853285349,1645.881095524364,0.1068072214577244,5.160997789377976e-11,1.2993543113996179e-05,0.33730252672046834,0.07671781572627849
0.008724648528542987,1587.6824521098224,0.10430427686687666,1.9903516166982373e-10,8.14644176057399e-06,0.12301350240483194,0.03438055981088672
0.0070392221278423005,1974.084629320048,0.1412941733481648,4.5076559936831705e-11,1.3209735608068448e-05,0.6208755883634239,0.19890895939963313
0.008724310105001578,1680.0379190323147,0.1405396282049124,3.027448226641075e-10,7.878922276541882e-06,0.13574724214011946,0.017351159449873855
0.00833248671259428,1625.1575185748586,0.11687383402009635,1.7762127548845983e-11,1.3323137079807775e-05,0.18217822603492823,0.06596954505376927
0.006299326160347112,1609.394609110947,0.09625818189268699,2.3311476683410914e-10,1.2983453220714882e-05,0.18075731016453295,0.008919889557461997
0.00801757928016812,2033.2618465526812,0.11171795165306825,1.093483485221444e-10,1.1047667557770771e-05,0.2878626435527824,0.198326221985187
0.007602088909216674,1930.5178141457768,0.10276437296725312,2.0020049047497406e-10,1.4303354689841437e-05,0.5261484148260759,0.09265405543002815
0.0074526644105304,1768.1891259731988,0.14063637087726566,3.2052664306535625e-10,1.09443158343091e-05,0.6137594014859532,0.212297302340139
0.007767574314616785,1965.6953637190963,0.1179392566827834,1.4434138555958666e-10,1.2205421088918572e-05,0.42241621089185805,0.043955176431895046
0.008702680786707676,1774.777003959715,0.10731322362817489,3.2195226257968857e-10,1.3847874693550825e-05,0.12559602433066927,0.010638740633163996
0.006394174756321045,1880.9489153041013,0.1267366124351777,1.181922082334234e-10,1.4080474544190409e-05,0.1894016199007475,0.014891181767275542
0.008594923963219958,2111.015704411994,0.0965844167319237,2.7289218636702713e-11,1.52964292002627e-05,0.13772101429854236,0.01714261241123781
0.006829896553319382,2027.86829878893,0.09714371000186744,2.5798230094283836e-11,7.829652062188848e-06,0.40488289421542334,0.19447470339740008
0.008097096666273,1719.1397438733895,0.11098466332282278,1.9349685736582354e-10,1.2536087538364224e-05,0.25781946540808476,0.08598629717749698
0.006654486015993311,1937.776067019365,0.13046541316775612,1.354342753671643e-10,1.5131104770335184e-05,0.2868303080065393,0.09308998215435038
0.006560116516828863,1676.6498264434726,0.14128400378801614,1.466273604819024e-10,1.5248154242213203e-05,0.26611279996152404,0.010175025903505662
0.006018813750198246,1944.6933259703665,0.1308669345961212,2.230721011392287e-10,9.476780903693294e-06,0.09561861407640265,0.019857942392522376
0.007815909252969978,1932.9351991853773,0.13149001280563216,2.8537160048637704e-11,1.5105967407578804e-05,0.36342064544917596,0.05206854862850824
0.006903473786661183,1631.0251718058964,0.09829255402306683,1.9514515713567092e-10,8.424293408786768e-06,0.452367919059541,0.01579154687309119
0.007091731815208378,1580.9562940922083,0.1275631377531286,7.919215420317695e-11,9.821576475795095e-06,0.783010648292431,0.023662344947744576
0.008728161754740872,1892.411272303727,0.12327730411222992,1.799598008549927e-10,1.255023807442241e-05,0.15701369309523516,0.010196161808841472
0.006758186763111389,1641.3942899350902,0.1296574435169286,3.297833723271987e-10,1.0484613526591432e-05,0.3572442314012654,0.009999052182799935
0.00824220521893484,1718.0416191754155,0.10258465435076736,2.292214022290089e-10,7.818056101444293e-06,0.21392563956151614,0.05434931082682363
0.007450854788391197,1815.6007671400914,0.1327946608572769,9.643995957327818e-11,7.607120317564495e-06,0.6508268301515314,0.20313700539671645
0.006202885887332655,1992.8569821459616,0.1173189646460656,2.1051113389988478e-10,7.2754031962478605e-06,0.15151444784463058,0.00918376494557331
0.006558810511661232,1853.126356892862,0.1095254862525461,2.109679248505508e-10,1.2489408480442578e-05,0.2699502130414515,0.016376191693916298
0.006140169897500059,1563.1191692040222,0.12323539253616987,1.7846211698156413e-10,1.4893892762239025e-05,0.11723795390523128,0.002637766542558026
0.006537853256482246,1674.3199476901323,0.1320380616866696,1.1833602855683641e-10,1.5784813498617255e-05,0.2396150928647362,0.009400658294778569
0.008392603913671534,1948.4805346946268,0.11800745400988806,1.448703124737343e-10,1.1846206621326382e-05,0.18147444241653135,0.012764812563980045
0.008199328644997584,2044.0361518449538,0.11808693469033636,1.8940510480401696e-10,1.0851152836144446e-05,0.24260525196913849,0.0073129019452496495
0.007520990001568148,2106.744595667417,0.12264971028207303,1.3481768024855964e-10,1.1272118203265508e-05,0.575161672145606,0.03489499566289329
0.006619664565980084,1868.4668180043661,0.11660975970109932,1.8421998898281995e-10,1.0465031956594955e-05,0.2771308357549467,0.13829783761676337
0.007748746732793524,1746.1125300921103,0.12234545249482702,2.0006220192637536e-11,1.3570241086084661e-05,0.4222418487544518,0.16147274349828752
0.007724872970719436,1922.7114839522897,0.1373465182998609,5.243650029999026e-11,1.3233149184468774e-05,0.5708328686844637,0.053822773684739415
0.007596621167507799,1773.7775411772461,0.13730286817011625,3.0783982501211736e-10,1.5214915514789552e-05,0.5183115344064405,0.1842330510034986
0.00586404474255368,1869.681781224867,0.13899316877612528,2.2267419443257275e-11,1.2704820931185219e-05,0.07267716954328494,0.0042922578009534605
0.0067025288540779005,2074.555097405533,0.12242018190387344,1.0013578369490411e-10,8.15339096451298e-06,0.3202762909424552,0.18260712398588946
0.007151854435425874,1831.203198227427,0.1398619297041151,1.1400751956258714e-10,1.5678942063419378e-05,0.6205912156343306,0.1869967956223313
0.007973263816720285,2103.2600834684827,0.13355093934598858,1.654631446716305e-10,7.1779398473035696e-06,0.28244329359906856,0.007025535364603441
0.007477691514834699,1789.2035945754603,0.1150887975665927,1.4733707726687014e-10,9.633401158798267e-06,0.5944133619505433,0.21198855252281065
0.006883148253942917,2110.138990243836,0.10090660804279407,2.2921767153672872e-10,1.0516852675251099e-05,0.457177503914193,0.20164867798129857
0.008193886699110668,1591.969438555622,0.11671575252240685,1.1966002656059874e-10,1.3770420443275754e-05,0.2504174572035132,0.13830762163746418
0.0071814271291097504,1996.274379726368,0.1321919505041478,2.461400495088784e-10,9.829739196150186e-06,0.6214393453893643,0.18068088070037897
0.007342340087440207,1734.4055065756606,0.1125874999027523,1.61438120559406e-10,8.637551425270736e-06,0.6460817166893027,0.18476426719598602
0.00779763685668436,1654.4946737265425,0.11896529966076824,8.453431607242514e-11,7.606055054204981e-06,0.4970304041912135,0.19282421111508907
0.006595585460592522,1700.865357996262,0.11480341205859168,2.1523351882605243e-10,1.2204796653439799e-05,0.2691750658075384,0.0048168789233279516
0.0074638245523422206,1892.8564339225434,0.12510101943525037,1.935453509046705e-10,1.3512362657926503e-05,0.6169822259349791,0.15391174495231993
0.006026798622739463,1703.3063979242102,0.09619982637763694,2.502791903532174e-10,1.4388093567850338e-05,0.10692434858023477,0.01092489682903629
0.006549440164108423,2028.8552359628131,0.1381908161821394,9.935172968641119e-11,1.622700322678901e-05,0.23273641102445425,0.13862631355128974
0.007805730422480514,1689.0497220369614,0.13845047673057706,7.232325566644996e-11,1.150463334869095e-05,0.6132132093045074,0.23810477875437414
0.008651414898838732,1561.5081020077523,0.11180647039499486,1.7150258072550636e-10,1.517553249852581e-05,0.1335495742181206,0.04052695280551576
0.006914992311408566,1764.4464139921915,0.11168476068844595,3.19678497989053e-10,1.6241062031808654e-05,0.4670254458100144,0.07960102863602891
0.0074396718089277235,1859.9378045606875,0.13625302553661192,3.1893540727486956e-10,8.895302601221074e-06,0.6347274160444076,0.1803701149409644
0.0073771964621650865,1902.741720545076,0.13865568218792784,2.7185799735354923e-10,1.1124372063410216e-05,0.6363773556748179,0.1778932378119964
0.006873411707698914,1955.1903529702547,0.10622124430420843,3.0775018728678976e-10,8.918021725537596e-06,0.44817540571371434,0.17198672097071777
0.00763259737335289,1592.6854520346715,0.09738607036311164,8.615333728510023e-11,1.1226307102648013e-05,0.6030097618850356,0.19645276924912858
0.007556557658242765,1673.223699816507,0.09950511193374698,8.740340207827438e-11,1.0523982780291364e-05,0.6380567501185,0.19718329638638615
0.006397152269203972,1594.6558730059246,0.11255330748526773,2.424108524108713e-10,1.1970444574753319e-05,0.2127776461664575,0.004175073004210364
0.0061280950075111125,1644.4164676158289,0.11915023652908577,3.107542228962672e-10,8.251072423100348e-06,0.13181760896094666,0.012345482133732546
0.006984490610915912,2062.8875529427705,0.09509518894585552,1.5881443849708256e-10,1.2487833191152168e-05,0.5411498132575102,0.19449760268239671
0.006771825103420624,1892.0724228247705,0.11383136323027694,1.3584743569399929e-10,1.2550713682241646e-05,0.3721890355299946,0.11296099328806268
0.007316177269229555,1781.7063177065093,0.138416413119437,3.0683792475373133e-10,1.0310551175636417e-05,0.6310440774218843,0.2080058472786311
0.006465600829644043,1921.610151875307,0.13872082967127874,2.5804839155625214e-10,1.048532204158647e-05,0.2070738011198915,0.035165346183058145
0.008748258849170704,1799.9980918366712,0.12476934635856132,2.905942555819622e-10,1.1796242806041315e-05,0.13061848854455702,0.007102978822351289
0.00679288444827858,1744.4242909355034,0.09744410158987724,2.3274382095588345e-10,7.315964010074628e-06,0.38539758679390884,0.04955189682405033
0.007642746277809439,1694.4252927085968,0.11472154765858877,2.768798658001979e-10,1.209111823219501e-05,0.5228331549959392,0.2
0.0070284154106549125,1607.3855204295858,0.11928594436342566,2.9234031907164147e-10,8.331997283744588e-06,0.5625753605809675,0.027422428776896775
0.006028404804425363,1610.4318057894327,0.14118173142705218,1.1460828141111933e-10,9.82294925093633e-06,0.13553147243071073,0.0024097908487840467
0.008352604022068945,1878.7511253624712,0.14082873296144638,1.9412338266635992e-10,1.0430283994740214e-05,0.18521871653900912,0.00857259585722353
0.006970297455978838,1888.5842377789786,0.12612621898500082,3.352589065091672e-11,7.2797672636050014e-06,0.5616925351853147,0.16428484017075662
0.006864121650084716,1852.9019546592308,0.09863136982333241,3.253687763749424e-10,8.1066459434961e-06,0.40756583493389964,0.11732127159173031
0.005902536144491378,1821.7475679336078,0.112382280687994,2.494159083302472e-11,8.444798254168703e-06,0.10943578749649642,0.011343773137497298
0.007460469269642054,2054.962062059263,0.1352158676313317,1.0846282162626996e-10,1.4316782123505697e-05,0.6364236437750374,0.08640319823321908
0.008635450055441793,1687.5612591370257,0.11121256838282231,2.0761342087532046e-10,9.732518027696197e-06,0.14249963420766415,0.021029595609325206
0.008588978588462252,1772.8832474132698,0.11363840678778701,7.439304954999537e-11,1.1541237158387147e-05,0.3786085931075215,0.056210968092060304
0.006423344551655681,1945.358181253245,0.13190079524671394,2.0706397714978165e-10,1.3844903743425803e-05,0.1801472614928662,0.03222304860112885
0.007805573437335614,1650.6285975602746,0.0981054805470511,1.39730886138616e-10,1.4313329618564961e-05,0.4043765967782738,0.20816238157857658
0.00820115642013272,1695.870482773197,0.10081512380074323,2.758109250414179e-10,9.229619710941023e-06,0.23544257342131406,0.07140477597184179
0.007406177589132492,2111.1500409003384,0.11502896911164245,1.131546134356582e-10,9.550399986686017e-06,0.6534781661596388,0.04642783799832657
0.007839490996978086,1761.953293933816,0.1321406516690894,1.6992931897520749e-10,9.044378136851607e-06,0.38332455330760007,0.13735558668675799
0.00613013031379145,1815.3380033401754,0.13581342956429615,2.3974413696633023e-10,8.639425494794805e-06,0.1288071982169687,0.0074373752630720715
0.0067248789929916,1882.177955936876,0.12457204848937183,1.67853055086459e-10,1.2295155258446426e-05,0.33323579465304076,0.0844522052745285
0.007857634043372475,1749.6022022060688,0.13773466544297863,7.479373661765833e-11,8.392684648379076e-06,0.5548729338854045,0.12284621291294213
0.007220051629620678,1805.802104185298,0.13556065933443592,1.0141830274150383e-10,9.419148317900905e-06,0.6563404024071338,0.18745390610385262
0.007900243858376323,1689.9579767654288,0.126554152851923,2.8247341016592716e-10,1.2796985873125779e-05,0.33313930191208235,0.16074499963114594
0.007142191985895518,1804.965666546231,0.13946511683943497,2.0895128411364382e-10,1.6075643851663764e-05,0.6164176637521213,0.16708697936585487
0.006755375350410103,1696.7304448786278,0.12820441858333323,4.4381090902678636e-11,1.553714053831059e-05,0.4267946710648069,0.011244192031887515
0.007752331441973761,2066.971964616092,0.12323953384499028,1.239746225116638e-10,1.1629881028914615e-05,0.41681420832866234,0.018586984499744462
0.0063806577121327986,2099.9435342871066,0.12158517400530003,2.9415788445733124e-10,8.394550994541164e-06,0.19496915130400508,0.08810693457360307
0.006006410124078093,1781.7599476412042,0.11684896986365523,2.98228404879871e-10,8.768296450036275e-06,0.12139285310346401,0.0031607274024740718
0.006801435496993893,1850.144529440294,0.12990462154942028,2.6771439202131407e-10,1.0402182462320616e-05,0.39338448369463197,0.08464875168903453
0.0086620281289727,1996.6667803506039,0.14013765183616306,1.4456396713710882e-10,1.2144711775494016e-05,0.14703545410779167,0.0030265125756515215
0.00748461583326655,1785.9961908013936,0.10242874947951554,2.0939947725183837e-10,9.448842549547907e-06,0.6213496238648148,0.19818624399010798
0.00855933653008564,1769.563169346058,0.10991161136716646,1.7549349684032475e-10,1.4447019156342801e-05,0.15134878758478293,0.01382978570800892
0.006638625409730398,2051.058447041966,0.10492775572841172,1.3837145153166693e-10,1.269033824281248e-05,0.27190235458743955,0.14946368438662047
0.007160188359645396,1756.9342221650306,0.1259337455371784,1.0602508804871549e-10,1.2274735738712206e-05,0.6270815983281168,0.15110391852346222
0.006477948859324253,2074.5726976973992,0.12380017170341272,2.631539064127044e-10,9.881700865915955e-06,0.22546281422603126,0.10645829355577033
0.00807624210171681,1978.7430251110045,0.1301126623004896,2.9603344544427835e-10,1.0130215239559594e-05,0.24462811649347682,0.004792069975786942
0.006640266717654614,1666.0522559932085,0.1329406855517422,2.749397839900512e-10,7.669827959633702e-06,0.29681665087676207,0.026458264127515695
0.005934238892720991,1567.6724702141391,0.0971498460332965,1.745295654720987e-10,1.6230614019589123e-05,0.11836964496019967,0.02279342207398559
0.007883121467194465,1908.309178602625,0.11094147439736754,3.161077085295507e-10,9.036282877237479e-06,0.34779279090310955,0.049954947487261876
0.006953841164353244,1592.2393592991812,0.1414660558295331,3.0202843066029235e-10,8.347439366015512e-06,0.5062745707613708,0.04322741398620995
0.006464998390373257,1729.868043840874,0.10734900115815299,2.136048195436441e-10,1.4782357455358155e-05,0.21433900605385553,0.014358698854814859
0.0070410288355083304,1666.8171469265499,0.10956735516860812,1.774873181294292e-10,1.3614753973562346e-05,0.5751283743786649,0.053172265170892644
0.00715099169261269,1590.1312845553937,0.12808548900169928,1.4420592059708674e-10,1.119253782917183e-05,0.6354713073593025,0.04454235701548767
0.006372923088315639,1858.2889414032923,0.10926879472455339,1.543089628472651e-10,1.1188924282061046e-05,0.21034498360026724,0.006265663741911234
0.008142922769526339,2039.9344194540404,0.12102534300930322,2.528217964899016e-10,7.473639545091412e-06,0.2647382773975966,0.014985842425068677
0.007540359076599688,2005.1240573141067,0.10199402624918576,1.171911685527281e-10,1.1193986965355286e-05,0.5722777993135348,0.0800066248910667
0.007400028345640716,2076.6143138134626,0.10848194016627566,8.666388152167412e-11,1.4896413482142044e-05,0.7463135852346573,0.06918666005169377
0.007410080407598309,1964.4398314494924,0.1305693691148255,1.4716501657639756e-10,8.839511454566929e-06,0.6128363841515602,0.12854937946635536
0.008054550463800178,1611.1091628054176,0.1299973139660585,2.7465195831470354e-10,1.5179090196631453e-05,0.28368913825300884,0.17234339662079393
0.0062176035244187935,1952.4527856668503,0.1030056900331848,2.917596039046723e-10,8.298439004064045e-06,0.142291701762259,0.013190255752277056
0.007856608852173121,1924.8965472133827,0.10120003202018643,3.0664385717188046e-10,1.0876669520683755e-05,0.3679692779078246,0.037191337041325316
0.0087455274017114,1800.4783195073378,0.10928527357185905,2.437844918358734e-10,1.2054795497905326e-05,0.1595958461503018,0.026371600362791566
0.007643348830947899,1797.1401471171744,0.10238882413249305,5.670322348248096e-11,1.6178246713884836e-05,0.6761989339770352,0.16008390122509011
0.008629829752860717,2073.071586568055,0.11906881438296023,7.269430381304636e-11,9.771113407684738e-06,0.3591956277125961,0.0035605161811880053
0.006623855322984552,1818.7242518522291,0.12911747571926746,1.6231390936314755e-10,7.674080429800728e-06,0.2636227374394772,0.030131868626743243
0.006174089425873322,2085.457464802432,0.12465110136614255,5.228336316744601e-11,9.10303498969942e-06,0.3112721315000474,0.024011733368266418
0.00609871520943707,1954.8797717958716,0.1353412242733108,4.518155264984311e-11,1.2266162940223025e-05,0.21832117995323416,0.0
0.007610337620703627,1602.749333310081,0.11729218788303689,1.5379261466138261e-10,1.3499895375630632e-05,0.55171502316591,0.17836132979857974
0.006814916988877258,1728.7369528580105,0.14045030122353291,1.0678850204682273e-10,1.2817440823714674e-05,0.3873236976707938,0.03410114214173022
0.006607188433759059,1949.5753094896424,0.09953303647300128,2.577779880072202e-10,1.0340930304417991e-05,0.2577844982041025,0.07906009456680957
0.008301320339541536,2025.7665032373716,0.13101487185621907,1.616927236610899e-10,1.1150903226397524e-05,0.21619977310775157,0.0030968006836170577
0.0061574890772995465,2094.7605879140397,0.10225808152944477,1.4700348587568064e-10,1.381670834307506e-05,0.15315977946491519,0.03879669442993549
0.0062312571707248895,2040.0822949879268,0.1017417653226256,3.0250794833848443e-10,1.3619582418423696e-05,0.16753952453181714,0.033134095994497584
0.005884363882198971,1676.1360358070572,0.0955319140094316,1.959216752179455e-11,1.4989090610499652e-05,0.1110615352057323,0.00826582673794768
0.0070777065426057394,1676.5926712395758,0.11777516374294435,3.2494089779149574e-10,7.703587743947204e-06,0.5846737143583245,0.08100219986522467
0.006769648867860361,1671.3370903564623,0.11385530117199337,2.2768673163985447e-10,1.0883278432618921e-05,0.35649656898023696,0.019206460532958654
0.007880549029073284,2018.9780466568109,0.10022636379895326,1.7155682434649567e-10,1.5418182805352074e-05,0.3471566235898944,0.022964024809150094
0.00593015169816067,1977.8259579353698,0.13995417050450448,2.173095066610567e-10,8.815459291309432e-06,0.10706144655630255,0.0055653783801502855
0.008239678518256412,1706.9812985005644,0.12351197043952446,1.7456615090288083e-10,8.352429431020265e-06,0.19409034597029204,0.04436218290444479
